Order_ID,Order_Date,Origin_City,Destination_City,Route_Type,Transportation_Mode,Product_Category,Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delay_Days,Delivery_Status,Disruption_Event,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,Mitigation_Action_Taken,delay_ratio,total_risk_index,risk_level,reallocation_strategy,new_shipping_cost_usd,estimated_new_lead_time
ORD-417B37D3,2024-02-01,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,21,17,0,On Time,,0.18,3.5,4.85,2587.15,4385,Standard Shipping,0.0,0.248,Moderate,Maintain Current Route,2975.2225,21.0
ORD-C9C82543,2025-06-18,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,31,28,0,On Time,,0.3,6.7,2.12,4528.55,6967,Standard Shipping,0.0,0.448,High,Switch to Air (Priority),36454.8275,12.4
ORD-3CB46D38,2024-05-02,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,25,24,0,On Time,,0.28,8.3,5.24,2533.76,3959,Standard Shipping,0.0,0.5,High,Reroute via Atlantic/Cape,3787.9712000000004,27.500000000000004
ORD-378D09BE,2025-04-21,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,14,12,0,On Time,,0.5,5.0,3.05,2204.25,2939,Standard Shipping,0.0,0.5,Moderate,Maintain Current Route,2534.8875,14.0
ORD-CC544DBE,2025-04-27,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,18,0,On Time,,0.32,9.0,4.45,2166.78,3283,Standard Shipping,0.0,0.552,Moderate,Maintain Current Route,2491.797,19.0
ORD-DB60D72B,2025-01-12,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,15,10,0,On Time,,0.57,1.5,3.31,3740.52,4765,Standard Shipping,0.0,0.4019999999999999,Moderate,Maintain Current Route,4301.598,15.0
ORD-4850F59F,2025-03-12,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,13,11,0,On Time,,0.38,6.2,2.96,2317.02,3358,Standard Shipping,0.0,0.476,Moderate,Maintain Current Route,2664.573,13.0
ORD-C9444DA2,2025-12-30,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,15,15,0,On Time,Port Congestion,0.76,2.4,3.28,4960.03,5124,Standard Shipping,0.0,0.5519999999999999,Moderate,Maintain Current Route,5704.034499999999,15.0
ORD-E40F401C,2024-03-06,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,15,12,0,On Time,,0.38,9.7,3.08,4716.84,6836,Standard Shipping,0.0,0.6159999999999999,Moderate,Maintain Current Route,5424.366,15.0
ORD-C9EDC064,2024-09-09,"Hamburg, DE","New York, US",Atlantic,Air,Pharmaceuticals,2,5,7,2,Late,Port Congestion,0.79,4.4,3.82,125616.78,7733,Expedited Air Freight,0.4,0.65,Moderate,Manual Review Required,144459.297,5.0
ORD-9D532F6C,2024-08-23,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24,26,25,0,On Time,,0.74,6.8,4.39,6581.55,7565,Standard Shipping,0.0,0.716,High,Switch to Air (Priority),52981.47749999999,10.4
ORD-9C5C772E,2025-01-10,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,21,19,0,On Time,,0.72,4.9,3.44,291.54,339,Standard Shipping,0.0,0.628,Moderate,Maintain Current Route,335.271,21.0
ORD-A5F95E20,2025-02-14,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,8,6,0,On Time,,0.34,10.0,4.23,4157.35,6205,Standard Shipping,0.0,0.6040000000000001,Moderate,Maintain Current Route,4780.9525,8.0
ORD-A46DF67D,2024-10-18,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,17,0,On Time,,0.68,8.9,5.26,1008.84,1201,Standard Shipping,0.0,0.764,High,Switch to Air (Express),8121.161999999999,8.0
ORD-ED42B42D,2024-02-15,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,18,0,On Time,,0.2,9.3,2.79,658.8,1098,Standard Shipping,0.0,0.492,Moderate,Maintain Current Route,757.6199999999999,19.0
ORD-3811CDCB,2025-06-27,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,30,41,11,Late,Geopolitical Conflict (Route Diversion),0.89,5.4,2.78,9176.32,6069,Re-routing,0.3666666666666666,0.75,High,Reroute via Atlantic/Cape,13718.598399999999,33.0
ORD-3CE34420,2024-08-18,"Mumbai, IN","Felixstowe, UK",Suez,Air,Semiconductors,3,6,3,0,On Time,,0.55,0.3,4.2,35847.62,4205,Standard Shipping,0.0,0.342,High,Switch to Air (Priority),288573.341,2.4000000000000004
ORD-70E2EE9A,2024-05-12,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,15,11,0,On Time,,0.73,8.3,1.87,1506.83,1742,Standard Shipping,0.0,0.77,High,Switch to Air (Express),12129.981499999998,6.0
ORD-B0804DE1,2024-03-14,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,31,28,0,On Time,,0.54,0.1,2.48,5925.15,7695,Standard Shipping,0.0,0.328,High,Switch to Air (Priority),47697.45749999999,12.4
ORD-CAA3B492,2025-10-06,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,21,19,0,On Time,,0.79,2.9,4.42,8186.57,9147,Standard Shipping,0.0,0.59,Moderate,Maintain Current Route,9414.555499999999,21.0
ORD-092C9A02,2024-01-14,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,14,12,0,On Time,,0.64,4.4,3.09,776.54,947,Standard Shipping,0.0,0.56,Moderate,Maintain Current Route,893.0209999999998,14.0
ORD-6144E8BA,2025-10-10,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,31,28,0,On Time,,0.45,3.4,4.12,3346.6,4616,Standard Shipping,0.0,0.406,High,Reroute via Atlantic/Cape,5003.1669999999995,34.1
ORD-B10EACD7,2025-08-15,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,13,12,0,On Time,,0.68,8.0,3.29,2716.56,3234,Standard Shipping,0.0,0.728,High,Switch to Air (Express),21868.307999999997,5.2
ORD-D08BBBC1,2024-05-30,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,36,35,0,On Time,,0.47,0.9,4.23,5989.52,8149,Standard Shipping,0.0,0.3179999999999999,Moderate,Maintain Current Route,6887.948,36.0
ORD-D6A90A28,2025-01-01,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,29,28,0,On Time,,0.78,7.7,4.26,2625.5,2950,Standard Shipping,0.0,0.776,High,Reroute via Atlantic/Cape,3925.1225,31.900000000000002
ORD-419E30BF,2024-12-29,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,15,12,0,On Time,,0.59,8.3,3.36,2678.35,3369,Standard Shipping,0.0,0.6859999999999999,Moderate,Maintain Current Route,3080.1024999999995,15.0
ORD-8057A1CA,2025-01-26,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,31,43,12,Late,Geopolitical Conflict (Route Diversion),0.57,9.4,2.69,4698.69,3741,Re-routing,0.3870967741935484,0.718,High,Reroute via Atlantic/Cape,7024.541549999998,34.1
ORD-7CDFE5CF,2024-10-12,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,38,34,0,On Time,,0.42,4.5,1.4,4357.98,6138,Standard Shipping,0.0,0.432,Moderate,Maintain Current Route,5011.676999999999,38.0
ORD-E4EC2340,2025-04-03,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,13,12,0,On Time,,0.29,3.6,4.76,2380.7,3691,Standard Shipping,0.0,0.318,Moderate,Maintain Current Route,2737.8049999999994,13.0
ORD-AB56DBCC,2025-10-31,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,10,7,0,On Time,,0.66,2.9,3.34,6786.91,8177,Standard Shipping,0.0,0.512,Moderate,Maintain Current Route,7804.946499999999,10.0
ORD-94F84EA9,2025-01-05,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,30,28,0,On Time,,0.66,4.9,4.75,2428.58,2926,Standard Shipping,0.0,0.5920000000000001,High,Switch to Air (Priority),19550.069,12.0
ORD-9CAF09A6,2024-07-14,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,4,3,0,On Time,,0.43,9.8,2.28,35156.55,4470,Standard Shipping,0.0,0.65,High,Switch to Air (Priority),283010.22750000004,1.6
ORD-EA767746,2025-04-06,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,20,18,0,On Time,,0.15,2.5,4.92,2221.8,3864,Standard Shipping,0.0,0.19,Moderate,Maintain Current Route,2555.07,20.0
ORD-AD715680,2025-06-24,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,38,36,0,On Time,,0.1,1.3,1.95,5387.8,9796,Standard Shipping,0.0,0.112,Moderate,Maintain Current Route,6195.969999999999,38.0
ORD-1E2EC405,2024-04-24,"Santos, BR","Shanghai, CN",Commodity,Air,Semiconductors,4,5,4,0,On Time,,0.28,0.7,5.04,19923.2,2830,Standard Shipping,0.0,0.196,Moderate,Manual Review Required,22911.68,5.0
ORD-CBDE00FD,2025-07-31,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,29,28,0,On Time,,0.59,6.9,3.77,3676.87,4625,Standard Shipping,0.0,0.63,High,Reroute via Atlantic/Cape,5496.92065,31.900000000000002
ORD-C2643FF1,2025-11-08,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,29,28,0,On Time,,0.89,1.3,4.92,6871.1,7271,Standard Shipping,0.0,0.5860000000000001,High,Reroute via Atlantic/Cape,10272.2945,31.900000000000002
ORD-98C2F0F8,2024-12-29,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,31,28,0,On Time,,0.42,2.4,2.53,1651.46,2326,Standard Shipping,0.0,0.348,High,Reroute via Atlantic/Cape,2468.9327,34.1
ORD-1582CC1F,2024-02-23,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,9,7,0,On Time,,0.32,5.9,3.4,1911.36,2896,Standard Shipping,0.0,0.428,Moderate,Maintain Current Route,2198.064,9.0
ORD-5B872756,2024-01-22,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,19,19,0,On Time,,0.75,7.6,3.16,3802.75,4346,Standard Shipping,0.0,0.754,High,Switch to Air (Priority),30612.137499999997,7.6000000000000005
ORD-327D6671,2025-09-04,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,9,7,0,On Time,,0.64,0.2,5.43,2681.4,3270,Standard Shipping,0.0,0.392,Moderate,Maintain Current Route,3083.6099999999997,9.0
ORD-828A21F7,2025-12-24,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,5,3,0,On Time,,0.79,8.6,3.14,76475.96,7768,Standard Shipping,0.0,0.818,High,Switch to Air (Priority),615631.478,2.0
ORD-DD3BDE2A,2025-11-04,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,26,24,0,On Time,,0.66,3.4,2.4,900.55,1085,Standard Shipping,0.0,0.532,High,Reroute via Atlantic/Cape,1346.32225,28.6
ORD-18BC83D4,2024-02-06,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,30,29,0,On Time,,0.11,9.9,2.76,3142.41,5662,Standard Shipping,0.0,0.462,High,Reroute via Atlantic/Cape,4697.90295,33.0
ORD-7397E89D,2025-05-31,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Semiconductors,24,27,22,0,On Time,,0.5,2.2,4.74,7494.75,9993,Standard Shipping,0.0,0.388,High,Switch to Air (Priority),60332.737499999996,10.8
ORD-DA68879C,2024-03-29,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,29,28,0,On Time,,0.7,5.1,2.36,8005.3,9418,Standard Shipping,0.0,0.624,High,Reroute via Atlantic/Cape,11967.923499999999,31.900000000000002
ORD-ACFBC9E2,2025-05-28,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,26,24,0,On Time,,0.22,8.5,3.81,2448.54,4014,Standard Shipping,0.0,0.472,High,Reroute via Atlantic/Cape,3660.5673,28.6
ORD-D0FD8C77,2024-12-19,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,38,35,0,On Time,,0.51,7.2,1.48,3230.64,4279,Standard Shipping,0.0,0.5940000000000001,Moderate,Maintain Current Route,3715.2359999999994,38.0
ORD-F8AFF292,2024-04-09,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,26,24,0,On Time,,0.5,4.1,2.01,6306.75,8409,Standard Shipping,0.0,0.4639999999999999,High,Reroute via Atlantic/Cape,9428.59125,28.6
ORD-BC982716,2025-09-12,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,37,35,0,On Time,,0.26,8.4,3.07,420.21,667,Standard Shipping,0.0,0.492,Moderate,Maintain Current Route,483.2414999999999,37.0
ORD-9AF2E02C,2024-09-19,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2,4,4,0,On Time,,0.59,7.5,2.28,45316.59,5182,Standard Shipping,0.0,0.6539999999999999,Moderate,Manual Review Required,52114.07849999999,4.0
ORD-9AE11947,2025-11-23,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,36,35,0,On Time,,0.47,0.9,5.45,5534.55,7530,Standard Shipping,0.0,0.3179999999999999,Moderate,Maintain Current Route,6364.7325,36.0
ORD-65094149,2025-03-02,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,18,0,On Time,,0.76,3.1,3.53,4993.12,5674,Standard Shipping,0.0,0.58,Moderate,Maintain Current Route,5742.088,19.0
ORD-EB67115F,2024-08-17,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,19,19,0,On Time,,0.3,2.6,3.43,207.35,319,Standard Shipping,0.0,0.284,Moderate,Maintain Current Route,238.4525,19.0
ORD-F49B5FBF,2025-06-11,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Semiconductors,2,4,1,0,On Time,,0.65,2.8,5.93,2441.17,269,Standard Shipping,0.0,0.502,Moderate,Maintain Current Route,2807.3455,4.0
ORD-FFE63A62,2025-11-08,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,19,18,0,On Time,,0.83,6.4,1.8,3822.87,4178,Standard Shipping,0.0,0.754,High,Switch to Air (Express),30774.103499999997,7.6000000000000005
ORD-79C7B3A3,2025-09-26,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24,26,38,12,Late,Geopolitical Conflict (Route Diversion),0.42,2.2,3.26,1932.34,1134,Expedited Air Freight,0.4615384615384615,0.34,High,Switch to Air (Priority),15555.337,10.4
ORD-8E7F22A3,2025-10-13,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,30,30,0,On Time,,0.35,4.0,4.85,2612.25,3870,Standard Shipping,0.0,0.37,High,Reroute via Atlantic/Cape,3905.31375,33.0
ORD-C793663A,2024-11-16,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,26,24,0,On Time,,0.46,3.2,2.66,1352.69,1853,Standard Shipping,0.0,0.404,High,Switch to Air (Priority),10889.1545,10.4
ORD-5E687FF0,2025-02-08,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,27,39,12,Late,Geopolitical Conflict (Route Diversion),0.87,9.7,5.53,4622.64,3090,Re-routing,0.4444444444444444,0.91,High,Reroute via Atlantic/Cape,6910.8468,29.700000000000003
ORD-F9A7702A,2025-07-10,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,5,3,0,On Time,,0.73,8.0,2.22,47099.25,4950,Standard Shipping,0.0,0.758,High,Switch to Air (Priority),379148.96249999997,2.0
ORD-BE3CA4FE,2024-06-02,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,30,28,0,On Time,,0.74,1.9,4.3,1500.75,1725,Standard Shipping,0.0,0.52,High,Reroute via Atlantic/Cape,2243.62125,33.0
ORD-E56F63DE,2025-12-07,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,37,35,0,On Time,,0.28,2.0,4.55,2053.12,3208,Standard Shipping,0.0,0.248,Moderate,Maintain Current Route,2361.0879999999997,37.0
ORD-CDFFD9CF,2024-10-06,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,15,12,0,On Time,,0.56,2.9,3.42,5616.78,7201,Standard Shipping,0.0,0.452,Moderate,Maintain Current Route,6459.297,15.0
ORD-F0E71099,2025-05-31,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,21,19,0,On Time,,0.58,0.8,2.64,3100.75,3925,Standard Shipping,0.0,0.38,Moderate,Maintain Current Route,3565.8624999999997,21.0
ORD-69CD0787,2025-11-17,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Semiconductors,2,3,2,0,On Time,,0.18,4.3,5.42,14608.99,2251,Standard Shipping,0.0,0.2799999999999999,Moderate,Manual Review Required,16800.338499999998,3.0
ORD-7767C56E,2025-11-11,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,6,3,0,On Time,,0.1,2.8,2.87,49071.55,8111,Standard Shipping,0.0,0.172,High,Switch to Air (Priority),395025.97750000004,2.4000000000000004
ORD-70163B2B,2024-02-08,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24,26,25,0,On Time,,0.8,7.4,3.91,3641.4,4046,Standard Shipping,0.0,0.776,High,Switch to Air (Priority),29313.269999999997,10.4
ORD-C34E63F3,2024-09-01,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,14,13,0,On Time,,0.61,0.7,3.85,1531.11,1902,Standard Shipping,0.0,0.394,Moderate,Maintain Current Route,1760.7764999999997,14.0
ORD-64BCA6D8,2024-01-13,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,31,28,0,On Time,,0.22,4.9,2.13,5497.93,9013,Standard Shipping,0.0,0.328,High,Reroute via Atlantic/Cape,8219.40535,34.1
ORD-4D1B8666,2025-06-10,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,20,18,0,On Time,,0.42,5.1,4.11,6276.4,8840,Standard Shipping,0.0,0.4559999999999999,Moderate,Maintain Current Route,7217.859999999999,20.0
ORD-655C9220,2024-11-17,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,38,42,4,Late,Port Congestion,0.69,5.4,6.8,1207.42,1299,Standard Shipping,0.1052631578947368,0.63,Moderate,Switch to Air (Express),9719.731,15.200000000000001
ORD-F22B94E8,2024-02-25,"Mumbai, IN","Felixstowe, UK",Suez,Air,Semiconductors,3,4,2,0,On Time,,0.6,0.2,2.56,50072.0,5690,Standard Shipping,0.0,0.368,High,Switch to Air (Priority),403079.6,1.6
ORD-05CB7378,2025-02-19,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,18,0,On Time,,0.34,5.3,5.47,2486.37,3711,Standard Shipping,0.0,0.416,Moderate,Maintain Current Route,2859.3254999999995,19.0
ORD-DAE5D959,2024-12-26,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,20,18,0,On Time,,0.14,3.8,3.02,2300.52,4036,Standard Shipping,0.0,0.236,Moderate,Maintain Current Route,2645.598,20.0
ORD-234EEB32,2024-04-25,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,36,34,0,On Time,,0.35,9.8,2.61,1142.78,1693,Standard Shipping,0.0,0.602,Moderate,Maintain Current Route,1314.197,36.0
ORD-266FB314,2024-09-30,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,25,38,13,Late,Geopolitical Conflict (Route Diversion),0.43,9.6,3.52,8944.94,7819,Re-routing,0.52,0.642,High,Switch to Air (Priority),72006.767,10.0
ORD-D35BE33B,2024-04-13,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,4,3,0,On Time,,0.8,7.9,3.18,93357.0,9430,Standard Shipping,0.0,0.796,High,Switch to Air (Priority),751523.8499999999,1.6
ORD-430C08C5,2024-07-22,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,9,7,0,On Time,,0.63,7.8,4.23,7498.81,9201,Standard Shipping,0.0,0.69,Moderate,Maintain Current Route,8623.6315,9.0
ORD-EF75B4F5,2024-01-27,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,15,12,0,On Time,,0.68,0.6,2.92,168.84,201,Standard Shipping,0.0,0.432,Moderate,Maintain Current Route,194.166,15.0
ORD-925ED6A5,2024-11-23,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,37,36,0,On Time,,0.6,1.0,2.33,1086.4,1358,Standard Shipping,0.0,0.3999999999999999,Moderate,Maintain Current Route,1249.36,37.0
ORD-57AB0FB5,2025-07-04,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,26,24,0,On Time,,0.58,7.3,1.34,3463.36,4384,Standard Shipping,0.0,0.6399999999999999,High,Reroute via Atlantic/Cape,5177.7232,28.6
ORD-439D2DF0,2025-02-25,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,38,36,0,On Time,,0.8,3.8,1.74,1272.6,1414,Standard Shipping,0.0,0.632,Moderate,Maintain Current Route,1463.4899999999998,38.0
ORD-6F757458,2024-11-26,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24,27,24,0,On Time,,0.29,4.8,4.9,3155.99,4893,Standard Shipping,0.0,0.366,High,Switch to Air (Priority),25405.719499999996,10.8
ORD-A2156ADC,2024-07-06,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,18,0,On Time,,0.67,4.2,3.61,7590.15,9090,Standard Shipping,0.0,0.5700000000000001,Moderate,Maintain Current Route,8728.672499999999,19.0
ORD-1E851B5B,2025-07-15,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,37,35,0,On Time,,0.59,5.3,2.96,7787.02,9795,Standard Shipping,0.0,0.566,Moderate,Maintain Current Route,8955.073,37.0
ORD-E5952591,2024-01-10,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,20,17,0,On Time,,0.84,7.3,0.9,8264.36,8983,Standard Shipping,0.0,0.796,High,Switch to Air (Express),66528.098,8.0
ORD-05AEDA66,2024-07-01,"Mumbai, IN","Felixstowe, UK",Suez,Air,Semiconductors,3,5,3,0,On Time,,0.72,5.4,4.81,72737.94,7689,Standard Shipping,0.0,0.648,High,Switch to Air (Priority),585540.4169999999,2.0
ORD-BCAAC51D,2025-01-20,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,37,35,0,On Time,,0.15,8.3,2.28,773.95,1346,Standard Shipping,0.0,0.422,Moderate,Maintain Current Route,890.0425,37.0
ORD-644549C5,2024-08-19,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,20,25,5,Late,Severe Weather (Typhoon/Storm),0.54,2.6,4.59,5499.65,5952,Standard Shipping,0.25,0.428,Moderate,Switch to Air (Express),44272.182499999995,8.0
ORD-B2CC5AE6,2025-07-17,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Semiconductors,2,3,2,0,On Time,,0.85,2.7,2.25,77859.1,7652,Standard Shipping,0.0,0.618,Moderate,Manual Review Required,89537.965,3.0
ORD-3658F710,2025-03-03,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,25,34,9,Late,Geopolitical Conflict (Route Diversion),0.75,4.1,4.43,6776.0,4840,Re-routing,0.36,0.6139999999999999,High,Reroute via Atlantic/Cape,10130.119999999999,27.500000000000004
ORD-0D5844DF,2024-07-24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,30,28,0,On Time,,0.12,3.5,3.31,5159.84,9214,Standard Shipping,0.0,0.212,High,Reroute via Atlantic/Cape,7713.9608,33.0
ORD-ACD1A996,2024-09-19,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,18,0,On Time,,0.39,3.6,1.8,4518.89,6502,Standard Shipping,0.0,0.378,Moderate,Maintain Current Route,5196.7235,20.0
ORD-C5E00F65,2024-06-18,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,10,7,0,On Time,,0.83,7.5,3.87,1913.27,2091,Standard Shipping,0.0,0.7979999999999999,High,Switch to Air (Express),15401.823499999999,4.0
ORD-5B964C47,2025-03-09,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,21,18,0,On Time,,0.16,3.2,4.29,4935.22,8509,Standard Shipping,0.0,0.224,Moderate,Maintain Current Route,5675.503,21.0
ORD-64F506A9,2024-03-09,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,20,19,0,On Time,,0.23,0.7,5.18,195.57,318,Standard Shipping,0.0,0.166,Moderate,Maintain Current Route,224.90549999999996,20.0
ORD-5B811DCE,2024-01-13,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,8,7,0,On Time,,0.85,4.0,4.26,8852.25,9570,Standard Shipping,0.0,0.67,Moderate,Maintain Current Route,10180.0875,8.0
ORD-2D46C41A,2024-10-13,"Hamburg, DE","New York, US",Atlantic,Sea,Pharmaceuticals,12,15,12,0,On Time,,0.38,8.7,3.67,5825.67,8443,Standard Shipping,0.0,0.576,Moderate,Maintain Current Route,6699.5205,15.0
ORD-BBDDE0F6,2025-03-25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Pharmaceuticals,7,9,7,0,On Time,,0.41,8.7,5.01,2920.82,4143,Standard Shipping,0.0,0.594,Moderate,Maintain Current Route,3358.9429999999998,9.0
ORD-DE435B12,2025-01-26,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,38,35,0,On Time,,0.24,8.0,4.33,5070.98,8179,Standard Shipping,0.0,0.4639999999999999,Moderate,Maintain Current Route,5831.6269999999995,38.0
ORD-21D52413,2025-08-31,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,29,28,0,On Time,,0.21,3.1,1.9,2796.31,4622,Standard Shipping,0.0,0.25,High,Reroute via Atlantic/Cape,4180.48345,31.900000000000002
ORD-DCC798FD,2024-03-06,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,36,35,0,On Time,,0.72,8.6,2.66,5123.02,5957,Standard Shipping,0.0,0.776,High,Switch to Air (Express),41240.311,14.4
ORD-1937B604,2024-06-02,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,18,0,On Time,,0.36,1.5,1.88,6248.52,9189,Standard Shipping,0.0,0.276,Moderate,Maintain Current Route,7185.798,19.0
ORD-D56E61ED,2024-08-13,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,8,7,0,On Time,,0.62,3.5,2.63,1430.46,1766,Standard Shipping,0.0,0.512,Moderate,Maintain Current Route,1645.029,8.0
ORD-45CC6BAC,2024-03-04,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,30,39,9,Late,Geopolitical Conflict (Route Diversion),0.35,1.7,4.12,5348.16,4952,Re-routing,0.3,0.278,High,Switch to Air (Priority),43052.687999999995,12.0
